Date,Open,High,Low,Close,Adj Close,Volume,Price,daily_return,sma20,price_vs_sma20,sma50,price_vs_sma50,sma100,price_vs_sma100,sma200,price_vs_sma200,ath,current_drawdown,high_252d,drawdown_from_252d_high,drawdown_percentile,rsi14,volume_sma20,volume_sma50,volume_ratio_20,volume_ratio_50,abnormal_volume_1_5x,abnormal_volume_2_0x,return_5d,return_20d,return_60d,return_120d,return_252d,volatility_20d,volatility_60d,volatility_60d_percentile
2023-08-28,66.4000015258789,67.19999694824219,63.43999862670898,64.36000061035156,64.36000061035156,72895055,64.36000061035156,,,,,,,,,,64.36000061035156,0.0,,,0.9718120805369127,,,,,,False,False,,,,,,,,
2023-08-29,64.56999969482422,67.7699966430664,63.18000030517578,66.54000091552734,66.54000091552734,126085590,66.54000091552734,0.03387197458828406,,,,,,,,,66.54000091552734,0.0,,,0.9718120805369127,,,,,,False,False,,,,,,,,
2023-08-30,66.87000274658203,67.26000213623047,65.2699966430664,65.68000030517578,65.68000030517578,45644695,65.68000030517578,-0.012924565652521314,,,,,,,,,66.54000091552734,-0.012924565652521314,,,0.9100671140939597,,,,,,False,False,,,,,,,,
2023-08-31,62.79999923706055,64.86000061035156,61.79999923706055,64.26000213623047,64.26000213623047,109354525,64.26000213623047,-0.021619947660588168,,,,,,,,,66.54000091552734,-0.03426508488016611,,,0.8577181208053691,,,,,,False,False,,,,,,,,
2023-09-01,63.0,67.19000244140625,62.45000076293945,66.05000305175781,66.05000305175781,124318220,66.05000305175781,0.027855600000332492,,,,,,,,,66.54000091552734,-0.007363959378232976,,,0.9248322147651007,,,,,,False,False,,,,,,,,
2023-09-04,66.4000015258789,69.04000091552734,66.4000015258789,68.3499984741211,68.3499984741211,79675995,68.3499984741211,0.03482203355177704,,,,,,,,,68.3499984741211,0.0,,,0.9718120805369127,,,,,,False,False,0.06199499418786192,,,,,,,
2023-09-05,69.43000030517578,70.4000015258789,67.19999694824219,68.48999786376953,68.48999786376953,82217305,68.48999786376953,0.0020482720230263762,,,,,,,,,68.48999786376953,0.0,,,0.9718120805369127,,,,,,False,False,0.029305634526782143,,,,,,,
2023-09-06,68.72000122070312,70.0999984741211,67.83000183105469,69.51000213623047,69.51000213623047,47412150,69.51000213623047,0.014892747908822779,,,,,,,,,69.51000213623047,0.0,,,0.9718120805369127,,,,,,False,False,0.05831306049419838,,,,,,,
2023-09-07,69.87000274658203,72.44000244140625,69.0199966430664,71.76000213623047,71.76000213623047,124675485,71.76000213623047,0.03236944225077565,,,,,,,,,71.76000213623047,0.0,,,0.9718120805369127,,,,,,False,False,0.11671334812750378,,,,,,,
2023-09-08,72.0,74.4800033569336,71.4000015258789,73.83000183105469,73.83000183105469,130366145,73.83000183105469,0.028846148734701815,,,,,,,,,73.83000183105469,0.0,,,0.9718120805369127,,,,,,False,False,0.11778952944484122,,,,,,,
2023-09-11,74.5999984741211,80.63999938964844,74.58999633789062,79.68000030517578,79.68000030517578,224198195,79.68000030517578,0.0792360602605382,,,,,,,,,79.68000030517578,0.0,,,0.9718120805369127,,,,,,False,False,0.16576447818567974,,,,,,,
2023-09-12,81.19999694824219,81.94000244140625,74.68000030517578,77.26000213623047,77.26000213623047,169472600,77.26000213623047,-0.03037146284734782,,,,,,,,,79.68000030517578,-0.03037146284734782,,,0.8644295302013423,,,,,,False,False,0.12804795657761558,,,,,,,
2023-09-13,77.1500015258789,78.4000015258789,73.36000061035156,75.41999816894531,75.41999816894531,72683805,75.41999816894531,-0.02381573798096359,,,,,,,,,79.68000030517578,-0.053463882027040444,,,0.7946308724832215,,,,,,False,False,0.08502367790367815,,,,,,,
2023-09-14,76.0,76.76000213623047,75.0199966430664,75.43000030517578,75.43000030517578,34490860,75.43000030517578,0.00013261915239071165,,,,,,,,,79.68000030517578,-0.05333835320936775,,,0.7959731543624161,,,,,,False,False,0.0511426708429874,,,,,,,
2023-09-15,75.69999694824219,76.80000305175781,75.44000244140625,75.87999725341797,75.87999725341797,91067450,75.87999725341797,0.005965755620066071,,,,,,,,,79.68000030517578,-0.04769080116972557,,,0.8120805369127517,73.41462877565888,,,,,False,False,0.027766427895454804,,,,,,,
2023-09-18,76.19999694824219,76.56999969482422,74.48999786376953,75.0,75.0,101759565,75.0,-0.011597223053119277,,,,,,,,,79.68000030517578,-0.05873494336409768,,,0.7865771812080536,68.15450803984444,,,,,False,False,-0.05873494336409768,,,,,,,
2023-09-20,74.2300033569336,74.76000213623047,73.20999908447266,73.68000030517578,73.68000030517578,88284250,73.68000030517578,-0.017599995930989598,,,,,,,,,79.68000030517578,-0.07530120453087219,,,0.7355704697986577,66.8350207271688,,,,,False,False,-0.04633706616707267,,,,,,,
2023-09-21,73.4000015258789,77.0,72.87999725341797,76.48999786376953,76.48999786376953,123606530,76.48999786376953,0.038137860300692106,,,,,,,,,79.68000030517578,-0.0400351710490523,,,0.8322147651006712,74.31411271485169,,,,,False,False,0.014187214542585425,,,,,,,
2023-09-22,77.05999755859375,77.8499984741211,76.0,76.77999877929688,76.77999877929688,60000840,76.77999877929688,0.0037913573490202523,,,,,,,,,79.68000030517578,-0.03639560134000819,,,0.8456375838926175,72.6849862509565,,,,,False,False,0.01789736800555808,,,,,,,
2023-09-25,76.77999877929688,77.11000061035156,75.63999938964844,76.2300033569336,76.2300033569336,85625080,76.2300033569336,-0.00716326427595082,72.03400039672852,0.0582503114792392,,,,,,,79.68000030517578,-0.04329815430507833,,,0.8228187919463087,67.9908837419299,99691717.0,,0.8588986384896952,,False,False,0.0046126267288426614,,,,,,,
2023-09-26,76.01000213623047,76.55999755859375,75.0199966430664,75.5,75.5,85012690,75.5,-0.00957632591875246,72.59100036621093,0.04007383310759716,,,,,,,79.68000030517578,-0.05245984298652495,,,0.8,65.5847105426437,100297598.75,,0.8476044397822635,,False,False,0.006666666666666599,0.17308886395281808,,,,0.4360571089377438,,
