Date,Open,High,Low,Close,Adj Close,Volume,Price,daily_return,sma20,price_vs_sma20,sma50,price_vs_sma50,sma100,price_vs_sma100,sma200,price_vs_sma200,ath,current_drawdown,high_252d,drawdown_from_252d_high,drawdown_percentile,rsi14,volume_sma20,volume_sma50,volume_ratio_20,volume_ratio_50,abnormal_volume_1_5x,abnormal_volume_2_0x,return_5d,return_20d,return_60d,return_120d,return_252d,volatility_20d,volatility_60d,volatility_60d_percentile
2023-08-28,980.0999755859376,992.5,980.0999755859376,990.2000122070312,987.8297119140624,8451441,987.8297119140624,,,,,,,,,,987.8297119140624,0.0,,,0.974496644295302,,,,,,False,False,,,,,,,,
2023-08-29,990.2000122070312,991.0,977.5,980.7000122070312,978.3524169921876,8114141,978.3524169921876,-0.009594057363906505,,,,,,,,,987.8297119140624,-0.009594057363906505,,,0.912751677852349,,,,,,False,False,,,,,,,,
2023-08-30,983.0,998.0,980.0,983.3499755859376,980.9960327148438,9023083,980.9960327148438,0.0027021098703712276,,,,,,,,,987.8297119140624,-0.00691787169063518,,,0.9261744966442953,,,,,,False,False,,,,,,,,
2023-08-31,981.7999877929688,994.7000122070312,968.5999755859376,973.5,971.169677734375,21558300,971.169677734375,-0.010016712252418514,,,,,,,,,987.8297119140624,-0.016865289612929546,,,0.8617449664429531,,,,,,False,False,,,,,,,,
2023-09-01,974.25,993.0,969.0,991.1500244140624,988.7774047851562,10946742,988.7774047851562,0.018130433285209246,,,,,,,,,988.7774047851562,0.0,,,0.974496644295302,,,,,,False,False,,,,,,,,
2023-09-04,993.75,994.5499877929688,980.0,982.25,979.8987426757812,6727188,979.8987426757812,-0.008979434669933783,,,,,,,,,988.7774047851562,-0.008979434669933783,,,0.9154362416107382,,,,,,False,False,-0.00802868059406081,,,,,,,
2023-09-05,985.4500122070312,986.2000122070312,977.9000244140624,981.4500122070312,979.1006469726562,10548660,979.1006469726562,-0.0008144675244154964,,,,,,,,,988.7774047851562,-0.009786588736423019,,,0.9100671140939597,,,,,,False,False,0.0007647857433306093,,,,,,,
2023-09-06,981.4500122070312,983.1500244140624,961.7999877929688,965.0499877929688,962.7398681640624,16351052,962.7398681640624,-0.01671000714704951,,,,,,,,,988.7774047851562,-0.026333061915741696,,,0.7959731543624161,,,,,,False,False,-0.018609825057353757,,,,,,,
2023-09-07,965.0499877929688,979.7999877929688,963.0999755859376,978.2000122070312,975.8583984375,8686550,975.8583984375,0.013626245995665087,,,,,,,,,988.7774047851562,-0.013065636699559624,,,0.8899328859060402,,,,,,False,False,0.004827910931139545,,,,,,,
2023-09-08,978.2000122070312,987.2999877929688,972.5,980.2999877929688,977.953369140625,6439351,977.953369140625,0.0021467978412434974,,,,,,,,,988.7774047851562,-0.010946888138977151,,,0.8966442953020134,,,,,,False,False,-0.010946888138977151,,,,,,,
2023-09-11,981.7999877929688,1004.0,979.0,1000.4000244140624,998.0053100585938,7130484,998.0053100585938,0.020503984699791422,,,,,,,,,998.0053100585938,0.0,,,0.974496644295302,,,,,,False,False,0.018477998383148675,,,,,,,
2023-09-12,1010.0,1010.0,998.0499877929688,1000.9000244140624,998.5040893554688,8958327,998.5040893554688,0.0004997761954250723,,,,,,,,,998.5040893554688,0.0,,,0.974496644295302,,,,,,False,False,0.019817617772807328,,,,,,,
2023-09-13,1002.9500122070312,1017.0,993.7000122070312,1014.4500122070312,1012.0216674804688,12254423,1012.0216674804688,0.01353782950826532,,,,,,,,,1012.0216674804688,0.0,,,0.974496644295302,,,,,,False,False,0.051189112392723946,,,,,,,
2023-09-14,1014.4500122070312,1022.4000244140624,1009.0499877929688,1020.9000244140624,1018.4561767578124,7855558,1018.4561767578124,0.006358074618464382,,,,,,,,,1018.4561767578124,0.0,,,0.974496644295302,,,,,,False,False,0.04365159780201511,,,,,,,
2023-09-15,1021.0,1031.75,1014.5499877929688,1027.1500244140625,1024.69140625,8986157,1024.69140625,0.0061222364147637265,,,,,,,,,1024.69140625,0.0,,,0.974496644295302,64.45057190519903,,,,,False,False,0.04779168269592038,,,,,,,
2023-09-18,1021.5499877929688,1029.9000244140625,1019.0,1024.75,1022.2970581054688,6397319,1022.2970581054688,-0.0023366528985480084,,,,,,,,,1024.69140625,-0.0023366528985480084,,,0.9369127516778524,68.24017612172457,,,,,False,False,0.024340299397253462,,,,,,,
2023-09-20,1012.2999877929688,1047.5,1012.2999877929688,1027.300048828125,1024.8409423828125,13619788,1024.8409423828125,0.0024884002718916776,,,,,,,,,1024.8409423828125,0.0,,,0.974496644295302,68.21385993211968,,,,,False,False,0.026376309629682293,,,,,,,
2023-09-21,1026.5999755859375,1033.5999755859375,1012.0999755859376,1014.4500122070312,1012.0216674804688,8156588,1012.0216674804688,-0.012508550714746214,,,,,,,,,1024.8409423828125,-0.012508550714746214,,,0.8939597315436242,66.55880124906172,,,,,False,False,0.0,,,,,,,
2023-09-22,1010.0,1027.25,1008.0,1018.25,1015.8125610351562,7108110,1015.8125610351562,0.0037458620467338832,,,,,,,,,1024.8409423828125,-0.008809543973394285,,,0.9181208053691275,62.34059672517719,,,,,False,False,-0.0025957088611038293,,,,,,,
2023-09-25,1015.2000122070312,1026.0,1005.1500244140624,1018.9500122070312,1016.5109252929688,7123890,1016.5109252929688,0.0006874932291651703,996.2919036865235,0.020294274731762707,,,,,,,1024.8409423828125,-0.008128107246062943,,,0.9208053691275168,68.06097182043501,9721857.6,,0.7327704532516502,,False,False,-0.007983360558247332,,,,,,,
2023-09-26,1019.0,1020.7000122070312,1011.0,1014.1500244140624,1011.7223510742188,6387615,1011.7223510742188,-0.004710794640372273,997.4865356445313,0.014271686805766182,,,,,,,1024.8409423828125,-0.01280061204238414,,,0.8926174496644296,65.48288080759387,9618666.3,,0.6640853108710092,,False,False,-0.010344064816979137,0.024187001941722297,,,,0.1601965210881386,,
2023-09-27,1009.9500122070312,1027.949951171875,1004.0,1025.199951171875,1022.745849609375,5158686,1022.745849609375,0.010895774441922468,999.7062072753906,0.023046413202511662,,,,,,,1024.8409423828125,-0.0020443101819940246,,,0.938255033557047,79.9998779423522,9470893.55,,0.5446884153818833,,False,False,-0.0020443101819940246,0.04537570700103033,,,,0.15831034241119207,,
2023-09-28,1027.0,1037.949951171875,1025.199951171875,1030.9000244140625,1028.4322509765625,15818489,1028.4322509765625,0.0055599359013378535,1002.0780181884766,0.02629958177880032,,,,,,,1028.4322509765625,0.0,,,0.974496644295302,78.39427954340778,9810663.85,,1.6123770258421402,,True,False,0.016215644411003094,0.048355158104403495,,,,0.15873861484654278,,
2023-09-29,1030.9000244140625,1041.0,1024.5,1036.699951171875,1034.21826171875,9528626,1034.21826171875,0.005626049491051388,1005.2304473876953,0.028836984003405064,,,,,,,1034.21826171875,0.0,,,0.974496644295302,79.22265982618134,9209180.15,,1.0346877620805366,,False,False,0.01811918988758876,0.06492025588305017,,,,0.1520663447034325,,
2023-10-03,1035.0,1044.699951171875,1032.5999755859375,1041.050048828125,1038.5579833984375,11589322,1038.5579833984375,0.004196137160134228,1007.7194763183594,0.0306022735540894,,,,,,,1038.5579833984375,0.0,,,0.974496644295302,75.17015229795575,9241309.15,,1.2540779463048262,,False,False,0.021688953415935464,0.05034558675427836,,,,0.1415964565363742,,
2023-10-04,1035.3499755859375,1037.0,988.8499755859376,995.5499877929688,993.1668701171876,22584212,993.1668701171876,-0.0437059018435525,1008.3828826904297,-0.015089518906394761,,,,,,,1038.5579833984375,-0.0437059018435525,,,0.6684563758389261,47.87276018883286,10034160.35,,2.2507326185992236,,True,True,-0.018340487325726684,0.013540304588181673,,,,0.2140460029062767,,
2023-10-05,1000.0,1009.2000122070312,988.9000244140624,1003.25,1000.8484497070312,7950412,1000.8484497070312,0.007734429954290745,1009.4702728271484,-0.008540938106053053,,,,,,,1038.5579833984375,-0.03630951212565969,,,0.7087248322147651,45.329445754704935,9904247.95,,0.8027274801818749,,False,False,-0.021410402115742855,0.02221201957287877,,,,0.2153587910928421,,
