Ticker,Date,Adj Close,Close,High,Low,Open,Volume
YESBANK.NS,2026-04-20,19.84000015258789,19.84000015258789,20.709999084472656,19.790000915527344,20.639999389648438,379799755
YESBANK.NS,2026-04-21,19.770000457763672,19.770000457763672,19.979999542236328,19.719999313354492,19.979999542236328,96821013
YESBANK.NS,2026-04-22,19.989999771118164,19.989999771118164,20.1200008392334,19.670000076293945,19.770000457763672,100201392
YESBANK.NS,2026-04-23,20.030000686645508,20.030000686645508,20.09000015258789,19.860000610351562,19.940000534057617,86860205
YESBANK.NS,2026-04-24,19.84000015258789,19.84000015258789,20.149999618530273,19.770000457763672,20.030000686645508,67059790
YESBANK.NS,2026-04-27,19.940000534057617,19.940000534057617,20.110000610351562,19.850000381469727,19.850000381469727,55466486
YESBANK.NS,2026-04-28,19.969999313354492,19.969999313354492,20.040000915527344,19.8799991607666,19.899999618530273,70300767
YESBANK.NS,2026-04-29,20.270000457763672,20.270000457763672,20.549999237060547,19.979999542236328,20.040000915527344,127592848
YESBANK.NS,2026-04-30,19.93000030517578,19.93000030517578,20.25,19.860000610351562,20.25,68337795
YESBANK.NS,2026-05-01,19.93000030517578,19.93000030517578,19.93000030517578,19.93000030517578,19.93000030517578,0
YESBANK.NS,2026-05-04,19.959999084472656,19.959999084472656,20.25,19.8700008392334,19.989999771118164,64921421
YESBANK.NS,2026-05-05,20.479999542236328,20.479999542236328,20.940000534057617,19.760000228881836,19.979999542236328,162940686
YESBANK.NS,2026-05-06,22.1299991607666,22.1299991607666,22.200000762939453,20.809999465942383,20.889999389648438,388730945
YESBANK.NS,2026-05-07,22.510000228881836,22.510000228881836,22.690000534057617,22.010000228881836,22.040000915527344,232834764
YESBANK.NS,2026-05-08,22.940000534057617,22.940000534057617,23.049999237060547,22.040000915527344,22.469999313354492,202807789
YESBANK.NS,2026-05-11,22.700000762939453,22.700000762939453,23.18000030517578,22.469999313354492,22.610000610351562,191211937
YESBANK.NS,2026-05-12,22.059999465942383,22.059999465942383,22.93000030517578,21.979999542236328,22.670000076293945,161320225
YESBANK.NS,2026-05-13,22.110000610351562,22.110000610351562,22.549999237060547,21.920000076293945,22.049999237060547,112430701
YESBANK.NS,2026-05-14,22.190000534057617,22.190000534057617,22.450000762939453,21.8799991607666,22.309999465942383,96816399
YESBANK.NS,2026-05-15,22.06999969482422,22.06999969482422,22.440000534057617,21.979999542236328,22.280000686645508,107821837
YESBANK.NS,2026-05-18,21.809999465942383,21.809999465942383,21.950000762939453,21.31999969482422,21.950000762939453,98238752
YESBANK.NS,2026-05-19,21.969999313354492,21.969999313354492,22.1299991607666,21.719999313354492,21.84000015258789,68781455
YESBANK.NS,2026-05-20,22.0,22.0,22.049999237060547,21.600000381469727,21.799999237060547,62736095
YESBANK.NS,2026-05-21,21.56999969482422,21.56999969482422,22.34000015258789,20.93000030517578,22.170000076293945,130253122
YESBANK.NS,2026-05-22,21.8700008392334,21.8700008392334,21.969999313354492,21.420000076293945,21.600000381469727,87040517
YESBANK.NS,2026-05-25,22.290000915527344,22.290000915527344,22.399999618530273,22.010000228881836,22.139999389648438,69502731
YESBANK.NS,2026-05-26,22.829999923706055,22.829999923706055,22.899999618530273,22.200000762939453,22.350000381469727,122217274
