Ticker,Date,Open,High,Low,Close,Volume,Adj Close
SUZLON.NS,2026-06-01 09:00:00+05:30,56.81999969482422,56.880001068115234,54.400001525878906,54.75,31332992,54.75
SUZLON.NS,2026-06-01 12:00:00+05:30,54.75,54.77000045776367,53.900001525878906,53.900001525878906,42231707,53.900001525878906
SUZLON.NS,2026-06-01 15:00:00+05:30,53.900001525878906,54.0099983215332,53.5099983215332,53.75,17581980,53.75
SUZLON.NS,2026-06-02 09:00:00+05:30,52.86000061035156,53.380001068115234,52.560001373291016,52.810001373291016,16618625,52.810001373291016
SUZLON.NS,2026-06-02 12:00:00+05:30,52.83000183105469,54.540000915527344,52.70000076293945,54.4900016784668,45641815,54.4900016784668
SUZLON.NS,2026-06-02 15:00:00+05:30,54.4900016784668,54.7599983215332,54.47999954223633,54.52000045776367,11318358,54.52000045776367
SUZLON.NS,2026-06-03 09:00:00+05:30,54.650001525878906,55.0099983215332,53.279998779296875,53.33000183105469,15674212,53.33000183105469
SUZLON.NS,2026-06-03 12:00:00+05:30,53.33000183105469,54.619998931884766,53.25,54.45000076293945,41699398,54.45000076293945
SUZLON.NS,2026-06-03 15:00:00+05:30,54.470001220703125,54.5,54.27000045776367,54.369998931884766,9386794,54.369998931884766
SUZLON.NS,2026-06-04 09:00:00+05:30,54.2400016784668,55.7400016784668,54.060001373291016,55.25,24196167,55.25
SUZLON.NS,2026-06-04 12:00:00+05:30,55.25,55.9900016784668,55.130001068115234,55.720001220703125,48379313,55.720001220703125
SUZLON.NS,2026-06-04 15:00:00+05:30,55.720001220703125,55.7599983215332,55.38999938964844,55.5,10116769,55.5
SUZLON.NS,2026-06-05 09:00:00+05:30,55.79999923706055,56.0099983215332,55.20000076293945,55.47999954223633,16555955,55.47999954223633
SUZLON.NS,2026-06-05 12:00:00+05:30,55.470001220703125,55.689998626708984,55.209999084472656,55.43000030517578,28106970,55.43000030517578
SUZLON.NS,2026-06-05 15:00:00+05:30,55.439998626708984,55.439998626708984,55.130001068115234,55.20000076293945,10838893,55.20000076293945
