Date,Open,High,Low,Close,Adj Close,Volume,Price,rolling_1y_return,running_max,drawdown,daily_return,rolling_volatility_30d,rolling_volatility_90d,sma50,sma200
2023-08-28,722.4949951171875,726.0999755859375,713.8099975585938,723.5599975585938,711.158935546875,7036260,711.158935546875,,711.158935546875,0.0,,,,,
2023-08-29,725.0,731.094970703125,723.5999755859375,729.3350219726562,716.8350219726562,14183050,716.8350219726562,,716.8350219726562,0.0,0.007981459758241494,,,,
2023-08-30,732.5999755859375,733.0900268554688,725.7999877929688,726.8099975585938,714.353271484375,4602680,714.353271484375,,716.8350219726562,-0.003462094362314705,-0.003462094362314705,,,,
2023-08-31,728.0,728.5,713.5,716.2999877929688,704.0233764648438,14129800,704.0233764648438,,716.8350219726562,-0.01787251615100527,-0.0144604853535093,,,,
2023-09-01,716.85498046875,732.9400024414062,715.5,732.0599975585938,719.5132446289062,6760760,719.5132446289062,,719.5132446289062,0.0,0.022001923063752038,,,,
2023-09-04,737.0,737.0,725.8400268554688,727.0250244140625,714.5645751953125,5813630,714.5645751953125,,719.5132446289062,-0.006877801722949606,-0.006877801722949606,,,,
2023-09-05,728.2999877929688,735.844970703125,728.0,734.510009765625,721.9212646484375,12213530,721.9212646484375,,721.9212646484375,0.0,0.01029534587705272,,,,
2023-09-06,731.530029296875,739.7000122070312,729.0700073242188,738.780029296875,726.1181640625,6051570,726.1181640625,,726.1181640625,0.0,0.00581351404866326,,,,
2023-09-07,738.0,738.780029296875,730.3699951171875,736.3200073242188,723.7002563476562,5496220,723.7002563476562,,726.1181640625,-0.0033299094204116697,-0.0033299094204116697,,,,
2023-09-08,739.0,744.9949951171875,737.0,741.0650024414062,728.3639526367188,6246420,728.3639526367188,,728.3639526367188,0.0,0.006444237442444933,,,,
2023-09-11,742.5,744.4000244140625,736.2000122070312,739.1649780273438,726.4964599609375,4068490,726.4964599609375,,728.3639526367188,-0.002563955381126193,-0.002563955381126193,,,,
2023-09-12,742.0999755859375,745.9000244140625,730.5499877929688,743.1300048828125,730.3934936523438,9635170,730.3934936523438,,730.3934936523438,0.0,0.0053641468419760585,,,,
2023-09-13,742.9299926757812,750.8250122070312,738.0650024414062,747.5900268554688,734.7771606445312,5798460,734.7771606445312,,734.7771606445312,0.0,0.006001788118712437,,,,
2023-09-14,747.5900268554688,751.1699829101562,742.7050170898438,749.4299926757812,736.5855712890625,6503720,736.5855712890625,,736.5855712890625,0.0,0.0024611688296694023,,,,
2023-09-15,749.9000244140625,756.5150146484375,745.5549926757812,749.219970703125,736.379150390625,7874940,736.379150390625,,736.5855712890625,-0.00028024021442107916,-0.00028024021442107916,,,,
2023-09-18,748.8900146484375,756.0,746.5,754.864990234375,741.9274291992188,7066180,741.9274291992188,,741.9274291992188,0.0,0.007534540875648865,,,,
2023-09-20,748.864990234375,764.7000122070312,748.2999877929688,753.9000244140625,740.97900390625,8441900,740.97900390625,,741.9274291992188,-0.001278326229281479,-0.001278326229281479,,,,
2023-09-21,753.0,758.364990234375,742.5,748.4199829101562,735.5928955078125,6757250,735.5928955078125,,741.9274291992188,-0.008537942448418767,-0.007268908255218198,,,,
2023-09-22,749.39501953125,757.7000122070312,745.3599853515625,747.135009765625,734.3298950195312,5263040,734.3298950195312,,741.9274291992188,-0.010240265935291926,-0.0017169829888166177,,,,
2023-09-25,757.5,784.989990234375,751.0,781.9849853515625,768.5825805664062,23475330,768.5825805664062,,768.5825805664062,0.0,0.04664481969097012,,,,
2023-09-26,781.989990234375,789.9949951171875,777.5,787.0650024414062,773.5755615234375,12468200,773.5755615234375,,773.5755615234375,0.0,0.006496349362161702,,,,
2023-09-27,785.5,785.5,774.2750244140625,783.7550048828125,770.322265625,7441100,770.322265625,,773.5755615234375,-0.004205530862467555,-0.004205530862467555,,,,
2023-09-28,780.4749755859375,782.9000244140625,771.8049926757812,773.9000244140625,760.63623046875,7775050,760.63623046875,,773.5755615234375,-0.016726654380349704,-0.01257400387926122,,,,
2023-09-29,773.9000244140625,784.7999877929688,772.5,781.0750122070312,767.688232421875,5730050,767.688232421875,,773.5755615234375,-0.0076105417419964905,0.009271188605858516,,,,
2023-10-03,778.0800170898438,797.5499877929688,775.5,796.760009765625,783.1043701171875,9445550,783.1043701171875,,783.1043701171875,0.0,0.020081247887151044,,,,
2023-10-04,802.5,804.2999877929688,782.0,785.405029296875,771.944091796875,11763840,771.944091796875,,783.1043701171875,-0.014251329383645817,-0.014251329383645817,,,,
2023-10-05,791.4849853515625,791.4849853515625,782.6900024414062,785.0900268554688,771.6343994140625,7950610,771.6343994140625,,783.1043701171875,-0.014646796954291719,-0.00040118499008345854,,,,
2023-10-06,785.0,819.2000122070312,784.5,816.85498046875,802.8549194335938,21450340,802.8549194335938,,802.8549194335938,0.0,0.04046024910662149,,,,
2023-10-09,810.2050170898438,813.5,801.7999877929688,802.77001953125,789.0114135742188,7478000,789.0114135742188,,802.8549194335938,-0.01724284864461123,-0.01724284864461123,,,,
2023-10-10,805.5,813.5,802.0999755859375,808.3599853515625,794.5055541992188,9650240,794.5055541992188,,802.8549194335938,-0.010399594039064208,0.006963322114836856,,,,
2023-10-11,813.97998046875,817.2999877929688,809.5449829101562,810.1950073242188,796.30908203125,7123720,796.30908203125,,802.8549194335938,-0.008153200838529773,0.002270000281935136,0.22497538825578645,,,
2023-10-12,812.5,812.7000122070312,800.2999877929688,801.4299926757812,787.6943359375,7640920,787.6943359375,,802.8549194335938,-0.01888334134738734,-0.010818344645492695,0.22856117977822243,,,
2023-10-13,799.9550170898438,808.2899780273438,795.60498046875,805.1649780273438,791.3652954101562,6622820,791.3652954101562,,802.8549194335938,-0.014310959234756004,0.004660385767897068,0.22770046763539303,,,
