year,annual_return,start_date,end_date,trading_days,is_partial_year
2023,0.2090294066030871,2023-08-28,2023-12-29,84,True
2024,-0.23586562258112664,2024-01-01,2024-12-31,246,False
2025,0.2754981190836081,2025-01-01,2025-12-31,249,False
2026,0.5112767464809418,2026-01-01,2026-08-28,166,True
